usia,gender,state,ke,field,value
remaja,wanita,curhat,9,dialog_npc,"Tadi pagi aku kena semprot ibu, kak. Beliau tahu aku nggak masuk les tambahan, padahal aku malah pergi latihan tari buat lomba sekolah. Jadi ya… aku cuma bisa diam pas dimarahin, soalnya kalau aku ngomong jujur dari awal, aku takut bakal makin panjang urusannya. Yang bikin kepala penuh itu bukan cuma takut dimarahin lagi, tapi juga karena latihannya sekarang berasa kayak benang kusut—ditarik ke dua arah terus. Aku jadi kepikiran terus, tiga hari itu rasanya mepet banget, tapi di sisi lain aku juga nggak enak sama ibu. "
remaja,wanita,curhat,10,dialog_npc,"Tadi pagi aku dimarahin ibu, kak. Gara-gara nilai matematika aku jelek banget, terus beliau langsung bilang aku kurang serius belajar. Padahal semalem aku udah belajar lama, sampai ketiduran di meja, jadi rasanya kayak... capek sendiri, gitu. Sekarang aku malah kepikiran nanti pulang bakal kena lagi, apalagi takut HP aku disita sama disuruh ikut les tambahan minggu ini. Aku ngerti sih ibu kesel, tapi aku juga jadi kepikiran terus dan agak takut pulang."
dewasa,pria,curhat,1,dialog_npc,"Tadi pagi saya kena semprot atasan karena satu pallet barang elektronik telat sampai ke tujuan. Yang bikin saya kesal, dia langsung anggap itu murni salah saya, padahal sistem gudang sempat error dan semua proses ikut mundur. Saya sudah jelaskan ke tim juga, tapi tetap saja yang paling depan diminta tanggung jawab biasanya saya. Sekarang sore ini saya harus jelasin kronologinya lagi ke dia, dan jujur saya masih bingung mau fokus ke fakta atau sekalian bilang kalau tadi dia terlalu cepat nge-judge. Soalnya kalau saya terlalu keras, urusannya bisa makin panjang. Tapi kalau saya terlalu lunak, nanti saya yang tetap disalahkan terus, kak."
dewasa,pria,curhat,2,dialog_npc,"Tadi pagi saya kena omel atasan gara-gara satu truk kiriman telat berangkat. Saya sudah lihat ada masalah di input gudang dari awal, jadi saya tahan dulu biar tim saya nggak ikut diseret ke urusan itu. Tapi ya tetap saja, yang kena duluan saya. Jujur, saya capek juga kalau hal begini terus yang dipakai cuma cari siapa yang salah."
dewasa,pria,curhat,3,dialog_npc,"Pagi tadi saya kena marah atasan, kak. Saya salah kirim file invoice ke klien yang penting banget, dan jujur itu bikin saya malu sendiri. Yang bikin makin ribet, file revisinya baru saya simpan di folder lain, jadi sekarang saya harus datang malam ini buat beresin semuanya. Saya juga jadi agak sungkan ketemu tim, soalnya kesannya saya ceroboh sekali."
dewasa,pria,curhat,4,dialog_npc,"Tadi pagi saya kena tegur atasan soal satu pallet barang elektronik yang jadwal kirimnya kacau. Yang bikin saya kesal, data resinya bukan saya yang input, tapi saya yang diminta tanggung jawab penuh. Saya sudah jelasin apa adanya, cuma ya… dia tetap nggak mau dengar banyak. Sekarang saya cuma berharap jangan sampai itu berpengaruh ke penilaian kerja saya ke depan, karena saya memang takut kejadian begini dianggap kebiasaan."
dewasa,pria,curhat,5,dialog_npc,"Tadi pagi saya kena tegur atasan, kak. Saya salah input 12 unit barang retur ke sistem, dan itu bikin laporan penutupan minggu ini ikut terganggu. Yang bikin saya kesal, sebenarnya angka itu sudah dikunci, jadi sekarang harus saya bereskan sebelum jam pulang. Saya cuma berharap tidak ada efek lanjutan lagi besok, karena kalau data masih berantakan, urusannya jadi panjang. Jujur saja, saya agak cemas juga kalau nanti dianggap ceroboh lagi."
dewasa,pria,curhat,6,dialog_npc,"Barusan saya habis dimarahin kepala cabang, kak. Dia sudah naik suara karena ada selisih stok yang belum ketemu, dan jujur saja saya juga masih kepikiran terus. Yang bikin saya makin nggak enak, besok pagi saya harus serahkan berita acara yang lengkap ke audit internal, jadi rasanya mepet sekali. Saya memang sudah cek ulang beberapa kali, tapi tetap saja angkanya belum nyambung. Sekarang saya cuma pengin cari tenang dulu sebentar, biar nggak makin kacau pas ngerjainnya."
dewasa,pria,curhat,7,dialog_npc,"Kak, tadi aku baru kena masalah yang agak merepotkan di kantor. Ada invoice buat pelanggan besar, dan ternyata nominalnya salah, jadi harus kirim ulang sebelum jam lima. Yang bikin pusing, file revisinya masih ada di laptop rekan kerjaku, dan dia belum datang juga. Aku jadi ingat dulu pernah kejadian mirip, nungguin orang lain kelamaan sampai semua kerjaan ikut mundur. Jadinya sekarang aku cuma berusaha tetap tenang, tapi ya tetap kepikiran."
dewasa,pria,curhat,8,dialog_npc,"Tadi pagi saya sempat kena omel atasan karena laporan anggaran itu. Yang bikin saya kesal, sebetulnya isinya sudah benar dari awal, cuma pas kebuka di laptop kantor ada satu angka yang geser ke kolom sebelah. Sekarang saya lagi cek ulang satu-satu, soalnya kalau salah kirim lagi sebelum jam 5, pasti makin panjang urusannya. Jujur saja, saya cuma berharap angka yang saya pegang sekarang ini yang benar, kak. Kalau sampai harus mulai dari nol, ya repot juga."
dewasa,pria,curhat,9,dialog_npc,"Tadi pagi saya kena tegur atasan soal satu rak barang yang input-nya salah. Saya sudah cek ulang, dan jujur saja, saya rasa asal masalahnya dari shift malam, cuma orangnya belum mau mengakui. Sekarang saya yang harus bereskan semuanya untuk audit internal sore ini, jadi ya, saya agak terjepit. Saya cuma bingung, kak, mau terus dorong soal siapa yang salah atau fokus rapikan dulu supaya urusan ini tidak makin panjang."
dewasa,pria,curhat,10,dialog_npc,"Pagi tadi saya kena omel atasan, kak. Ada kiriman ke toko pelanggan yang labelnya ketukar, dan saya yang disalahin duluan. Padahal setelah saya cek, data yang dipakai sudah diubah bagian administrasi, cuma saya memang belum sempat cocokin ulang. Jadi saya cuma diam waktu dimarahin, tapi dalam hati rasanya kesal juga, karena kejadian kayak gitu pernah kejadian dulu waktu saya masih baru kerja."
dewasa,wanita,curhat,1,dialog_npc,"Pagi ini aku sempat dimarahi ibu karena pulang terlalu malam kemarin. Ya, aku tahu itu salahku juga, tapi tetap saja rasanya nggak enak dengarnya. Sekarang aku harus cepat pulang lagi karena ada makan keluarga di rumah tante, dan jujur aku lagi nggak terlalu ingin datang. Masalahnya, masih ada laporan stok yang belum selesai, jadi kepalaku rasanya penuh semua. Aku cuma capek, kak, dan agak kesal karena semuanya numpuk di hari yang sama."
dewasa,wanita,curhat,2,dialog_npc,"Tadi pagi aku sempat dimarahi ibu, kak. Aku memang lupa nganter adik ke les, padahal jadwalnya sudah aku atur dari kemarin dan aku juga sengaja tukar shift biar bisa bantu. Yang bikin kepikiran itu bukan cuma omelannya, tapi rasa kesal ke diri sendiri, karena hal kayak gini dulu juga pernah kejadian waktu aku masih sekolah. Sekarang aku jadi harus pulang cepat, soalnya kalau adikku telat sedikit lagi, yang kena omel juga dia. Aku cuma pengin beresin ini dulu, biar nggak makin panjang di rumah."
dewasa,wanita,curhat,3,dialog_npc,"Kak, aku lagi pusing banget soal presentasi besok pagi ke direktur. Aku harus jelasin laporan keterlambatan pengiriman, tapi data dari tiga cabang itu masih berantakan, dan ada dua angka yang belum ketemu cocoknya. Aku sebenarnya pengin rapihin semuanya dulu, cuma waktunya mepet banget, jadi aku jadi kepikiran terus antara beresin detailnya dulu atau bikin slide yang cukup aman buat dipresentasiin. Rasanya capek, karena kalau salah sedikit aja, nanti aku yang kena."
dewasa,wanita,curhat,4,dialog_npc,"Pagi tadi aku sempat kena tegur atasan, kak. Katanya ada selisih di data stok lip tint edisi terbatas, dan ternyata sumbernya dari salah input yang belum ketahuan waktu aku cek cepat tadi. Yang bikin kepikiran itu bukan cuma tegurannya, tapi karena besok aku harus tutup laporan bulanan dan masih ada beberapa bagian yang belum sempat aku cocokin lagi. Rasanya jadi ingat kejadian lama waktu aku pernah telat nemu salah hitung kecil, lalu akhirnya berantakan ke mana-mana. Jadi sekarang aku agak waspada sendiri, takut ada yang kelewat lagi."
dewasa,wanita,curhat,5,dialog_npc,"Tadi pagi aku kena tegur atasan, kak. Aku salah kirim file proyeksi ke klien, jadi sekarang semuanya harus dibenerin lagi sebelum jam lima. Yang bikin capek itu bukan cuma revisinya, tapi nunggu balasan dari klien juga—rasanya jadi serba salah. Aku sih ngerti mereka kecewa, cuma tetap aja kepikiran terus dari tadi."
dewasa,wanita,curhat,6,dialog_npc,"Tadi pagi saya kena omel dari atasan di depan tim, kak. Masalahnya laporan klaim itu sebenarnya sudah saya kirim dari kemarin, tapi entah kenapa belum terbaca juga. Yang bikin saya kesal, kliennya nunggu jawaban sore ini, tapi yang kena marah malah saya. Saya cuma bisa diam waktu itu, soalnya kalau saya jawab panjang juga percuma."
dewasa,wanita,curhat,7,dialog_npc,"Tadi pagi ibu sempat marah ke saya karena formulir kos itu belum saya tanda tangani juga. Saya jadi kepikiran terus, soalnya tenggatnya memang tinggal hari ini, dan dari pemilik kos sudah dua kali masuk chat. Jujur, saya agak kesal sama diri sendiri juga, karena hal sesederhana itu malah jadi numpuk begini, kak. Sekarang saya cuma ingin beresin cepat, tapi kepala rasanya sudah terlanjur penuh."
dewasa,wanita,curhat,8,dialog_npc,"Aku lagi pusing sendiri, kak. Besok pagi aku harus presentasi revisi laporan bulanan ke direktur, tapi data dari dua cabang belum juga masuk. Atasan udah minta file final sebelum pulang sore ini, jadi aku serba salah; kalau nunggu, aku takut telat, kalau jalan tanpa data, nanti yang kena aku juga. Jujur aja, aku capek karena rasanya semua nunggu aku yang beresin, padahal bukan cuma salahku."
dewasa,wanita,curhat,9,dialog_npc,"Pagi tadi aku dimarahi ibu, kak. Katanya aku sudah janji bantu siapin hidangan buat arisan keluarga, tapi malah nggak datang juga. Aku sebenarnya paham beliau kesal, cuma tetap saja rasanya nggak enak dengarnya langsung begitu. Sekarang aku bingung, mau minta maaf secepatnya atau nunggu suasana agak reda dulu supaya nggak tambah panas. Kalau terlalu lama juga salah, tapi kalau sekarang aku takut malah jadi debat lagi."
dewasa,wanita,curhat,10,dialog_npc,"Kepala klinik tadi pagi tiba-tiba minta rekap klaim asuransi dimajuin, kak. Padahal saya baru kelar setengah, terus masih ada tiga berkas pasien yang datanya salah semua. Jujur saya jadi agak kesal, soalnya ini bukan hal yang bisa dikejar asal jadi."
